Target,MAE,RMSE,R2,MAPE (%)
Freq1_Hz,0.3052943541643004,0.4317768026839344,0.8759000480471457,44.75055629755949
Freq2_Hz,1.286394367710486,1.832020468212886,0.8776247330453255,44.50469712658968
Freq3_Hz,2.446851457123002,3.48714881088853,0.8779479841576382,44.49227233436409
