Target,MAE,RMSE,R2,MAPE (%)
Freq1_Hz,0.2346371908393981,0.28795093779577097,0.9448062380915898,26.602068775694633
Freq2_Hz,1.0047143831308891,1.2380195405573933,0.9441159325402594,26.220142207146218
Freq3_Hz,1.9406515014075616,2.327826756031418,0.945611722308664,26.740893482984024
